query_id,timestamp,session_id,visitor_id,channel,language,visitor_type,visitor_origin,query_type,site_referenced,region_referenced,sentiment,response_time_seconds,resolved,is_emergency
QRY-000589,2026-07-31 18:32,SESS-000247,VIS-00248,text,English,foreign,Germany,booking_interest,Palais Royal de Foumban & Museum,West,neutral,4.2,True,False
QRY-004479,2026-07-31 18:36,SESS-001760,VIS-01761,text,French,domestic,North West,general_chat,,East,neutral,3.0,True,False
QRY-003667,2026-07-31 18:47,SESS-001455,VIS-01456,voice_note,French,foreign,Canada,directions,Krystal Palace Douala,Littoral,neutral,2.9,True,False
QRY-000023,2026-07-31 18:57,SESS-000009,VIS-00010,text,French,foreign,China,pricing,Chefferie de Bandjoun,West,positive,4.2,True,False
QRY-005536,2026-07-31 19:07,SESS-002204,VIS-02205,text,English,domestic,West,opening_hours,Down Beach & Batoke Beach,South West,neutral,3.3,True,False
QRY-005870,2026-07-31 20:25,SESS-002356,VIS-02357,voice_note,French,domestic,West,booking_interest,Limbe Botanic Garden,South West,neutral,2.1,True,False
QRY-000636,2026-07-31 20:53,SESS-000261,VIS-00262,text,French,foreign,USA,booking_interest,Star Land Hotel Bastos,Centre,neutral,2.6,True,False
QRY-002340,2026-07-31 20:58,SESS-000934,VIS-00935,text,Pidgin,domestic,West,pricing,Palais Royal de Foumban & Museum,West,positive,3.0,True,False
QRY-001169,2026-07-31 21:07,SESS-000461,VIS-00462,voice_note,English,foreign,Nigeria,booking_interest,Seme Beach Hotel,South West,positive,3.3,True,False
QRY-002280,2026-07-31 21:14,SESS-000908,VIS-00909,text,French,foreign,China,directions,Mont Febe & Golf Club,Centre,neutral,2.9,True,False
QRY-002348,2026-07-31 21:25,SESS-000937,VIS-00938,text,French,foreign,Nigeria,opening_hours,Limbe Wildlife Centre,South West,neutral,3.3,True,False
QRY-003762,2026-07-31 21:52,SESS-001501,VIS-01502,text,English,foreign,UK,transport_fare,Musee Maritime de Douala,Littoral,neutral,3.1,True,False
QRY-005067,2026-07-31 21:54,SESS-002005,VIS-02006,voice_note,Pidgin,domestic,Littoral,cultural_info,Chez Carimo / Lobe Shacks,South,positive,1.8,True,False
QRY-004149,2026-07-31 22:08,SESS-001639,VIS-01640,text,English,foreign,France,general_chat,,South West,neutral,2.7,True,False
QRY-004048,2026-07-31 22:53,SESS-001603,VIS-01604,text,Pidgin,domestic,West,transport_fare,Marche Sandaga & Deido Soya,Littoral,neutral,3.8,True,False
QRY-002869,2026-07-31 22:58,SESS-001132,VIS-01133,text,English,domestic,Littoral,opening_hours,Chez Wou & La Salsa,Centre,positive,4.6,True,False
QRY-002008,2026-08-01 06:02,SESS-000798,VIS-00799,text,French,foreign,France,directions,Palais Royal de Foumban & Museum,West,neutral,2.8,True,False
QRY-000001,2026-08-01 06:04,SESS-000002,VIS-00003,text,English,domestic,Centre,cultural_info,Hotel Ilomba,South,positive,4.1,True,False
QRY-001384,2026-08-01 06:08,SESS-000550,VIS-00551,text,French,domestic,Adamawa,transport_fare,Chez Carimo / Lobe Shacks,South,neutral,3.6,True,False
QRY-000991,2026-08-01 06:08,SESS-000391,VIS-00392,text,English,domestic,North,cultural_info,Mont Febe & Golf Club,Centre,neutral,1.8,True,False
QRY-003903,2026-08-01 06:09,SESS-001552,VIS-01553,text,French,domestic,North West,directions,Hotel Ilomba,South,neutral,1.9,True,False
QRY-005898,2026-08-01 06:16,SESS-002364,VIS-02365,text,English,domestic,Littoral,opening_hours,Bimbia Slave Trade Port,South West,positive,4.3,True,False
QRY-005277,2026-08-01 06:41,SESS-002096,VIS-02097,text,English,foreign,USA,pricing,Rue des Artisans,West,negative,3.3,True,False
QRY-002326,2026-08-01 06:43,SESS-000929,VIS-00930,text,English,foreign,Germany,booking_interest,Down Beach Roasted Fish Sheds,South West,positive,1.5,True,False
QRY-000155,2026-08-01 07:00,SESS-000070,VIS-00071,voice_note,French,domestic,Centre,general_chat,,Littoral,positive,4.5,True,False
QRY-003372,2026-08-01 07:03,SESS-001348,VIS-01349,voice_note,French,domestic,South West,booking_interest,Chutes de la Lobe,South,positive,4.6,True,False
QRY-005603,2026-08-01 07:44,SESS-002232,VIS-02233,text,French,foreign,Germany,booking_interest,Musee Maritime de Douala,Littoral,neutral,2.7,True,False
QRY-000638,2026-08-01 07:59,SESS-000262,VIS-00263,text,French,foreign,France,opening_hours,Palais Royal de Foumban & Museum,West,positive,4.1,True,False
QRY-002833,2026-08-01 08:37,SESS-001114,VIS-01115,text,French,foreign,Chad,opening_hours,Chutes d'Ekom Nkam,Littoral,positive,3.4,True,False
QRY-000019,2026-08-01 08:38,SESS-000009,VIS-00010,text,French,domestic,North West,opening_hours,Chez Wou & La Salsa,Centre,positive,2.5,True,False
QRY-001003,2026-08-01 09:14,SESS-000395,VIS-00396,text,French,foreign,Germany,pricing,Palais des Rois Bell (Pagode),Littoral,neutral,4.5,True,False
QRY-004503,2026-08-01 09:19,SESS-001772,VIS-01773,text,French,domestic,Centre,pricing,Musee Maritime de Douala,Littoral,neutral,5.5,True,False
QRY-000543,2026-08-01 09:43,SESS-000228,VIS-00229,text,Pidgin,domestic,West,pricing,West Region Gastronomy Spots,West,neutral,2.4,True,False
QRY-000949,2026-08-01 09:44,SESS-000375,VIS-00376,voice_note,English,foreign,Gabon,opening_hours,Chez Carimo / Lobe Shacks,South,positive,3.0,True,False
QRY-002605,2026-08-01 09:57,SESS-001034,VIS-01035,voice_note,French,foreign,Germany,pricing,Musee National de Yaounde,Centre,negative,3.8,True,False
QRY-001053,2026-08-01 10:06,SESS-000414,VIS-00415,text,French,foreign,China,pricing,Musee Maritime de Douala,Littoral,neutral,4.4,True,False
QRY-004136,2026-08-01 10:15,SESS-001634,VIS-01635,text,French,foreign,France,opening_hours,Palais des Rois Bell (Pagode),Littoral,neutral,2.3,True,False
QRY-002568,2026-08-01 10:20,SESS-001025,VIS-01026,text,French,domestic,West,pricing,Limbe Wildlife Centre,South West,neutral,3.5,True,False
QRY-001354,2026-08-01 10:24,SESS-000536,VIS-00537,voice_note,French,foreign,Germany,opening_hours,West Region Gastronomy Spots,West,positive,4.7,True,False
QRY-001288,2026-08-01 10:26,SESS-000507,VIS-00508,text,French,foreign,Nigeria,transport_fare,Artisanal Village & Flower Market,Littoral,positive,3.8,True,False
QRY-003150,2026-08-01 11:21,SESS-001258,VIS-01259,voice_note,French,domestic,South,opening_hours,Marche Sandaga & Deido Soya,Littoral,neutral,3.6,True,False
QRY-004718,2026-08-01 11:27,SESS-001866,VIS-01867,text,French,foreign,China,pricing,Grand Batanga & Luma Museum,South,positive,2.9,True,False
QRY-002022,2026-08-01 11:42,SESS-000803,VIS-00804,text,French,domestic,North,general_chat,,West,positive,3.0,True,False
QRY-006076,2026-08-01 12:02,SESS-002422,VIS-02423,text,French,domestic,Littoral,directions,Artisanal Village & Flower Market,Littoral,positive,0.8,False,False
QRY-000214,2026-08-01 12:06,SESS-000101,VIS-00102,text,French,foreign,USA,directions,West Region Gastronomy Spots,West,neutral,3.2,True,False
QRY-002764,2026-08-01 12:19,SESS-001091,VIS-01092,voice_note,French,foreign,South Africa,opening_hours,Musee National de Yaounde,Centre,positive,3.0,True,False
QRY-003182,2026-08-01 12:47,SESS-001271,VIS-01272,text,French,domestic,East,opening_hours,L'Ovalie & La Fourchette,Littoral,positive,1.2,True,False
QRY-002537,2026-08-01 13:10,SESS-001011,VIS-01012,voice_note,Pidgin,domestic,South West,emergency_sos,Musee National de Yaounde,Centre,negative,3.4,True,True
QRY-000029,2026-08-01 13:10,SESS-000012,VIS-00013,text,French,foreign,Chad,directions,Monument de la Reunification,Centre,neutral,1.5,True,False
QRY-004988,2026-08-01 13:13,SESS-001968,VIS-01969,text,English,domestic,North,opening_hours,Palais Royal de Foumban & Museum,West,positive,1.6,True,False
QRY-004050,2026-08-01 13:19,SESS-001603,VIS-01604,text,French,domestic,Littoral,directions,Monument de la Reunification,Centre,neutral,3.0,True,False
QRY-002093,2026-08-01 13:22,SESS-000832,VIS-00833,voice_note,French,foreign,China,directions,FINI Hotel Bobende,South West,positive,2.9,True,False
QRY-005017,2026-08-01 13:25,SESS-001981,VIS-01982,voice_note,English,domestic,Adamawa,directions,Mvog-Betsi Zoo & Botanical Garden,Centre,neutral,4.5,True,False
QRY-000172,2026-08-01 13:38,SESS-000080,VIS-00081,text,French,domestic,South West,opening_hours,Mount Cameroon (Upper Farms),South West,positive,2.5,True,False
QRY-002797,2026-08-01 13:40,SESS-001102,VIS-01103,text,English,domestic,North West,pricing,Down Beach Roasted Fish Sheds,South West,neutral,3.4,True,False
QRY-004971,2026-08-01 13:56,SESS-001961,VIS-01962,text,English,domestic,South,cultural_info,Limbe Wildlife Centre,South West,neutral,3.3,True,False
QRY-002178,2026-08-01 14:36,SESS-000867,VIS-00868,text,French,foreign,China,directions,Musee National de Yaounde,Centre,neutral,2.6,True,False
QRY-004821,2026-08-01 14:45,SESS-001903,VIS-01904,text,English,domestic,South West,opening_hours,Chez Wou & La Salsa,Centre,neutral,3.3,True,False
QRY-001614,2026-08-01 14:57,SESS-000640,VIS-00641,text,English,foreign,South Africa,pricing,Hilton Yaounde,Centre,neutral,3.1,True,False
QRY-003670,2026-08-01 14:57,SESS-001456,VIS-01457,text,Pidgin,foreign,Canada,transport_fare,Pullman Douala Rabingha,Littoral,negative,3.8,True,False
QRY-003611,2026-08-01 15:07,SESS-001435,VIS-01436,voice_note,English,foreign,Chad,directions,FINI Hotel Bobende,South West,neutral,4.9,True,False
QRY-005800,2026-08-01 15:12,SESS-002321,VIS-02322,voice_note,Pidgin,domestic,North West,opening_hours,Musee National de Yaounde,Centre,neutral,4.2,True,False
QRY-005204,2026-08-01 15:13,SESS-002063,VIS-02064,voice_note,French,foreign,South Africa,emergency_sos,Star Land Hotel Bastos,Centre,negative,2.5,True,True
QRY-005582,2026-08-01 15:36,SESS-002225,VIS-02226,voice_note,French,domestic,West,pricing,Musee National de Yaounde,Centre,neutral,5.0,True,False
QRY-001325,2026-08-01 16:17,SESS-000524,VIS-00525,text,French,domestic,Littoral,directions,Rue des Artisans,West,positive,3.8,True,False
QRY-003345,2026-08-01 16:50,SESS-001341,VIS-01342,text,French,domestic,Far North,cultural_info,Musee National de Yaounde,Centre,positive,0.8,True,False
QRY-004231,2026-08-01 17:59,SESS-001672,VIS-01673,text,French,foreign,Germany,directions,Rue des Artisans,West,positive,2.4,True,False
QRY-000365,2026-08-01 17:59,SESS-000161,VIS-00162,voice_note,English,foreign,Nigeria,transport_fare,Monument de la Reunification,Centre,neutral,1.4,True,False
QRY-005812,2026-08-01 18:14,SESS-002328,VIS-02329,text,English,foreign,Nigeria,directions,Mvog-Betsi Zoo & Botanical Garden,Centre,positive,3.1,True,False
QRY-000710,2026-08-01 18:18,SESS-000285,VIS-00286,text,French,domestic,South West,directions,Douala-Edea Wildlife Reserve,Littoral,positive,2.0,True,False
QRY-003610,2026-08-01 18:28,SESS-001435,VIS-01436,text,French,domestic,Far North,cultural_info,Chez Wou & La Salsa,Centre,neutral,2.9,True,False
QRY-002139,2026-08-01 19:07,SESS-000849,VIS-00850,text,English,domestic,West,transport_fare,Limbe Botanic Garden,South West,negative,4.6,True,False
QRY-002998,2026-08-01 19:38,SESS-001183,VIS-01184,text,English,domestic,Littoral,opening_hours,Chez Wou & La Salsa,Centre,positive,4.9,True,False
QRY-004994,2026-08-01 19:39,SESS-001972,VIS-01973,text,French,foreign,China,cultural_info,FINI Hotel Bobende,South West,negative,2.9,True,False
QRY-003252,2026-08-01 19:48,SESS-001302,VIS-01303,text,French,domestic,West,cultural_info,Mvog-Betsi Zoo & Botanical Garden,Centre,neutral,4.9,True,False
QRY-001134,2026-08-01 20:06,SESS-000448,VIS-00449,text,English,domestic,Centre,general_chat,,Littoral,positive,3.8,True,False
QRY-005043,2026-08-01 20:11,SESS-001992,VIS-01993,voice_note,French,foreign,Gabon,directions,Chez Carimo / Lobe Shacks,South,neutral,1.4,True,False
QRY-001524,2026-08-01 20:21,SESS-000608,VIS-00609,voice_note,French,foreign,Gabon,pricing,Chez Wou & La Salsa,Centre,neutral,3.1,True,False
QRY-002844,2026-08-01 20:33,SESS-001118,VIS-01119,text,French,domestic,Far North,pricing,Musee Maritime de Douala,Littoral,positive,3.0,True,False
QRY-002532,2026-08-01 20:38,SESS-001009,VIS-01010,text,English,domestic,Adamawa,general_chat,,South,neutral,1.9,True,False
QRY-000452,2026-08-01 20:47,SESS-000195,VIS-00196,voice_note,English,domestic,Far North,directions,Palais des Rois Bell (Pagode),Littoral,positive,2.1,True,False
QRY-005086,2026-08-01 21:02,SESS-002012,VIS-02013,text,English,foreign,USA,cultural_info,Grand Batanga & Luma Museum,South,negative,3.5,True,False
QRY-002561,2026-08-01 21:24,SESS-001022,VIS-01023,text,French,foreign,Chad,general_chat,,South West,neutral,1.7,True,False
QRY-000271,2026-08-01 21:27,SESS-000124,VIS-00125,voice_note,English,domestic,West,cultural_info,Hotel Ilomba,South,neutral,4.3,True,False
QRY-004595,2026-08-01 21:34,SESS-001816,VIS-01817,text,English,foreign,France,booking_interest,Palais Royal de Foumban & Museum,West,neutral,2.5,True,False
QRY-001774,2026-08-01 21:35,SESS-000710,VIS-00711,text,French,domestic,South West,pricing,Hotel Ilomba,South,neutral,4.0,True,False
QRY-003451,2026-08-01 21:55,SESS-001376,VIS-01377,text,English,domestic,North West,opening_hours,Star Land Hotel Bastos,Centre,neutral,3.6,True,False
QRY-000122,2026-08-01 22:19,SESS-000055,VIS-00056,voice_note,French,domestic,North,opening_hours,Hilton Yaounde,Centre,neutral,4.2,True,False
QRY-002872,2026-08-01 22:20,SESS-001134,VIS-01135,voice_note,French,foreign,China,directions,Palais des Rois Bell (Pagode),Littoral,neutral,3.1,True,False
QRY-004637,2026-08-01 22:23,SESS-001832,VIS-01833,text,French,foreign,UK,directions,Krystal Palace Douala,Littoral,neutral,2.3,True,False
QRY-005283,2026-08-01 22:25,SESS-002097,VIS-02098,voice_note,French,foreign,UK,pricing,Chez Carimo / Lobe Shacks,South,neutral,3.8,True,False
QRY-001597,2026-08-01 22:34,SESS-000634,VIS-00635,text,Pidgin,foreign,UK,pricing,Palais Royal de Foumban & Museum,West,positive,3.4,True,False
QRY-003438,2026-08-01 22:45,SESS-001372,VIS-01373,voice_note,French,foreign,Equatorial Guinea,general_chat,,South,positive,4.1,True,False
QRY-002526,2026-08-02 06:10,SESS-001006,VIS-01007,voice_note,French,domestic,West,booking_interest,Mont Febe & Golf Club,Centre,neutral,2.8,True,False
QRY-001904,2026-08-02 06:52,SESS-000757,VIS-00758,voice_note,English,domestic,Far North,pricing,Star Land Hotel Bastos,Centre,neutral,3.3,True,False
QRY-000834,2026-08-02 07:02,SESS-000330,VIS-00331,text,French,domestic,Adamawa,transport_fare,Plage de Kribi (Tara Plage),South,neutral,4.1,True,False
QRY-000228,2026-08-02 07:19,SESS-000107,VIS-00108,voice_note,Pidgin,domestic,East,pricing,Mefou Primate Sanctuary,Centre,neutral,1.5,False,False
QRY-005237,2026-08-02 07:25,SESS-002077,VIS-02078,text,French,domestic,East,directions,Mount Cameroon (Upper Farms),South West,positive,3.3,True,False
QRY-005321,2026-08-02 07:30,SESS-002113,VIS-02114,voice_note,French,foreign,UK,opening_hours,Douala-Edea Wildlife Reserve,Littoral,positive,3.2,True,False
QRY-002136,2026-08-02 07:44,SESS-000848,VIS-00849,voice_note,French,domestic,North,general_chat,,Adamawa,neutral,4.2,True,False
QRY-005822,2026-08-02 07:51,SESS-002333,VIS-02334,voice_note,English,foreign,France,directions,Down Beach Roasted Fish Sheds,South West,neutral,5.0,True,False
QRY-004939,2026-08-02 07:53,SESS-001953,VIS-01954,text,French,domestic,South,booking_interest,Artisanal Village & Flower Market,Littoral,neutral,4.5,True,False
QRY-005896,2026-08-02 08:24,SESS-002363,VIS-02364,text,French,foreign,France,general_chat,,West,positive,1.7,True,False
QRY-003095,2026-08-02 08:56,SESS-001233,VIS-01234,text,French,domestic,Centre,opening_hours,Artisanal Village & Flower Market,Littoral,neutral,3.9,True,False
QRY-000045,2026-08-02 09:28,SESS-000017,VIS-00018,text,English,foreign,France,directions,Musee National de Yaounde,Centre,neutral,3.6,True,False
QRY-000173,2026-08-02 10:01,SESS-000080,VIS-00081,text,English,foreign,Canada,pricing,Plage de Kribi (Tara Plage),South,positive,4.2,True,False
QRY-002013,2026-08-02 10:13,SESS-000800,VIS-00801,text,French,domestic,North West,opening_hours,Rue des Artisans,West,neutral,2.6,True,False
QRY-004589,2026-08-02 10:31,SESS-001813,VIS-01814,voice_note,English,domestic,Far North,pricing,Palais Royal de Foumban & Museum,West,neutral,3.0,True,False
QRY-003952,2026-08-02 10:37,SESS-001565,VIS-01566,text,French,domestic,North West,directions,Musee Maritime de Douala,Littoral,neutral,3.1,True,False
QRY-001532,2026-08-02 10:41,SESS-000611,VIS-00612,text,English,foreign,USA,general_chat,,West,neutral,4.6,True,False
QRY-005337,2026-08-02 10:49,SESS-002122,VIS-02123,voice_note,English,domestic,Adamawa,general_chat,,Adamawa,neutral,3.8,True,False
QRY-002828,2026-08-02 10:57,SESS-001112,VIS-01113,voice_note,French,domestic,South,cultural_info,Mvog-Betsi Zoo & Botanical Garden,Centre,negative,0.8,True,False
QRY-003642,2026-08-02 10:58,SESS-001446,VIS-01447,voice_note,French,domestic,North West,directions,Limbe Botanic Garden,South West,positive,2.2,True,False
QRY-002876,2026-08-02 11:05,SESS-001135,VIS-01136,text,English,domestic,Littoral,opening_hours,Down Beach & Batoke Beach,South West,positive,3.3,True,False
QRY-004808,2026-08-02 11:22,SESS-001899,VIS-01900,voice_note,French,domestic,West,opening_hours,Hilton Yaounde,Centre,neutral,1.3,True,False
QRY-001974,2026-08-02 11:27,SESS-000785,VIS-00786,text,French,domestic,Far North,opening_hours,Plage de Kribi (Tara Plage),South,neutral,1.8,True,False
QRY-002499,2026-08-02 11:36,SESS-000997,VIS-00998,voice_note,English,domestic,Far North,pricing,L'Ovalie & La Fourchette,Littoral,negative,2.5,True,False
QRY-001517,2026-08-02 11:37,SESS-000606,VIS-00607,text,French,domestic,West,opening_hours,Star Land Hotel Bastos,Centre,neutral,2.6,True,False
QRY-002569,2026-08-02 12:56,SESS-001025,VIS-01026,text,English,domestic,Centre,general_chat,,East,negative,3.0,True,False
QRY-000438,2026-08-02 12:57,SESS-000187,VIS-00188,voice_note,Pidgin,domestic,West,cultural_info,Musee Maritime de Douala,Littoral,neutral,3.5,True,False
QRY-004851,2026-08-02 13:14,SESS-001913,VIS-01914,text,French,foreign,Equatorial Guinea,pricing,Mount Cameroon (Upper Farms),South West,negative,0.9,True,False
QRY-000526,2026-08-02 13:23,SESS-000220,VIS-00221,text,English,foreign,Germany,emergency_sos,Limbe Botanic Garden,South West,negative,2.8,True,True
QRY-003120,2026-08-02 13:29,SESS-001244,VIS-01245,voice_note,Pidgin,domestic,West,opening_hours,Monument de la Reunification,Centre,neutral,0.8,True,False
QRY-000552,2026-08-02 14:06,SESS-000231,VIS-00232,voice_note,English,foreign,USA,pricing,Domaine du Petpenoun,West,negative,1.3,True,False
QRY-001299,2026-08-02 14:08,SESS-000511,VIS-00512,text,French,domestic,Centre,cultural_info,Douala-Edea Wildlife Reserve,Littoral,neutral,3.0,True,False
QRY-004984,2026-08-02 14:11,SESS-001966,VIS-01967,text,French,domestic,South,opening_hours,Mont Febe & Golf Club,Centre,positive,2.3,True,False
QRY-004501,2026-08-02 14:13,SESS-001771,VIS-01772,text,English,foreign,South Africa,pricing,Palais des Rois Bell (Pagode),Littoral,neutral,3.8,True,False
